code;nom;latitude;longitude;region;statut;zone_hta;zone_complete
CHIN5;CHINON;47.1718680234233;0.243927554884576;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.ROI;CHOISY-LE-ROI;48.7727640868846;2.40816785553012;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHOLE;CHOLET;47.0584664245471;-0.901809545073797;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CHOLO;CHOLOY;48.6629480352459;5.82812493372349;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CHOO5;CHOOZ;50.0872209215527;4.79613441762315;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CHOUY;CHOUY;49.2034230088882;3.24610363434305;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CIERP;CIERP;42.9113907941214;0.637416254930873;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CIEUR;CIEURAC;44.3624351068552;1.49414260493373;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CIREY;CIREY-SUR-VEZOUZE;48.5720090573073;6.94748225145043;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CIROL;CIROLLIERS;48.5514058829486;2.31970776281036;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CISSA;CISSAC;45.2204224081012;-0.844149282764197;NOUVELLE-AQUITAINE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CIVRA;CIVRAY;46.1503755206539;0.259783577105189;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CIVRI;CIVRIEUX;45.857494919651;4.70418009209529;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CIZE;CIZE;46.2045711321295;5.46289587335608;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.FON;CLAIRE-FONTAINE;48.0055635956898;0.235044815170359;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CLAME;CLAMECY;47.451789817273;3.50878196586124;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CLEDE;CLEDER;48.6445888198395;-4.13319134907213;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CLEON;CLEON;49.316405502801;1.04001959207691;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.HER;CLERMONT-L HERAULT;43.6212348761599;3.435938968532;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.BOI;CLICHY-SOUS-BOIS;48.9150165515637;2.54303436406092;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CLOCH;CLOCHETTE(LA);50.372735388084;3.09613826776783;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CLUNY;CLUNY;46.4277235094222;4.66203921084862;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CLUSE;CLUSES;46.0603852586183;6.58441388452063;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COARR;COARRAZE;43.1822802772545;-0.243451587206842;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COATA;COATAUDON;48.4235255638218;-4.42864990838161;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COE.L;COEUR-LANDE;44.1657500289258;-1.05535496750192;NOUVELLE-AQUITAINE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COGNA;COGNAC;45.6951990735651;-0.349731178893464;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COIND;COINDRE;45.3533144154936;2.66729291187117;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
COLAY;COLAYRAC;44.2290159641042;0.564790818672198;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COLMA;COLMAR;48.092113685279;7.35093463912586;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.CAN;COLMAR-CANAL;48.0822316453342;7.37294894495101;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COL.N;COLMAR-NORD;48.0933993743872;7.3638030189774;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COL.O;COLMAR-OUEST;48.0818996610234;7.33746470460295;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COLO6;COLOMB;43.984372037335;4.86469338389677;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COLOM;COLOMBIERS;46.986653318077;0.602116378306364;NOUVELLE-AQUITAINE;Saturé;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
COLO5;COLOMIERS;43.6007439311471;1.35671855839757;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COLON;COLONIE;48.7997922385356;2.4507961510894;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COMB5;COMBEAUX;44.9811397054034;4.87956097092501;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COMBE;COMBETTE;44.3169064488584;4.63416901940072;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COMBO;COMBOURG;48.4200651072208;-1.72085188418349;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COMME;COMMENTRY;46.2876165405962;2.75609419820427;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
COMM7;COMMERVEIL;48.3165148743306;0.375420919326262;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
COMMI;COMMINGES;43.3177451438225;0.911692806490633;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COMM2;COMMINGES 2;43.3177451438225;0.911692806490633;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COMPE;COMPERTRIX;48.9412498767522;4.34707957426088;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COMPI;COMPIEGNE;49.4347709554325;2.84108939626779;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COMTA;COMTAT;44.0631993900599;4.98124283827814;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CONCA;CONCARNEAU;47.8949486188302;-3.89195199125899;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.CH5;CONDAMINE-CHATELARD;44.462154869665;6.74928294625176;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
C.HUI;CONDE-SUR-HUISNE;48.3866738189358;0.853567971342837;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
C.NOI;CONDE-SUR-NOIREAU;48.8571292982565;-0.547462406246682;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CONDO;CONDOM;43.9459931901138;0.373239419168438;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CONFL;CONFLANS;47.8145496730329;6.21027661791899;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CONF6;CONFOLENS;45.9927195807185;0.671759564553403;NOUVELLE-AQUITAINE;Saturé;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CONF7;CONFOLENTAIS;45.9589269285818;0.472050324985835;NOUVELLE-AQUITAINE;Saturé;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CONNE;CONNERRE;48.0516944649305;0.496230410897746;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
C.ORB;CONQUES-SUR-ORBIEL;43.2854817330103;2.36280289984689;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CONTA;CONTAMINE;45.4940379437075;6.5543093023735;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CONTE;CONTES;43.782885963025;7.33508663972274;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CONTR;CONTRES;47.43040216005;1.44682697001158;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
CONVE;CONVENTION;48.8376998577509;2.2960853866741;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COQUA;COQUAINVILLIERS;49.2110749996149;0.195585609420401;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
COQU5;COQUIBUS;48.6159410677116;2.43034213269554;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CORBI;CORBIERE (LA);47.4856965324098;-0.478540957603918;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
CORB2;Corbieres Maritimes;42.9491311267913;2.98420232722235;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CORB9;CORBIGNY;47.2548701759497;3.69699899951027;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CORDE;CORDEAC;44.8334203740261;5.85775446444826;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COR.P;CORDEMAIS-POSTE;47.285811679418;-1.87056020175707;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CORD6;CORDES;44.0697363379387;1.98999050988398;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CORDI;CORDIEU;48.8029591871611;0.703271017713856;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CORIO;CORIOLIS;48.8360023877452;2.39160258817784;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CORME;CORMEILLES;48.9509257669078;2.20014095928406;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CORM5;CORMELAIE;46.4600448630945;1.38769988504221;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CORNE;CORNEILLE;49.3827910663842;1.02126684242;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CORNI;CORNIER (E.D.F. ET S.N.C.F.);46.0845387798752;6.29419454144196;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CORN6;CORNIMONT;47.9530510447192;6.81593201790731;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COSNE;COSNE;47.4162859145421;2.93421032681603;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COSSI;COSSIGNY;48.7285496049761;2.67907866383837;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COT.C;COTE DOR CENTRE;47.5325329361586;4.66153135123498;BOURGOGNE-FRANCHE-COMTé;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COT.E;COTE DOR EST;47.5343027106248;5.25325059974224;BOURGOGNE-FRANCHE-COMTé;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COT.N;COTE DOR NORD;47.8731659567776;4.43136194282033;BOURGOGNE-FRANCHE-COMTé;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COTEL;COTELETTE (LA);48.6534768462283;3.97729455635996;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COTON;COTONI;49.3704832510429;1.10842318527884;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COUBE;COUBERT;48.6883809737511;2.72621283734812;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COUB6;COUBERTIN (DIJON-EST);47.3013700676972;5.09575462122415;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COUCH;COUCHEY;47.2551732673118;4.9997641652523;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COU.O;COUCOURON-OUEST-ARDECHE;44.7897539194957;3.95336204103823;AUVERGNE-RHôNE-ALPES;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COUE5;COUESMES;47.5524581990568;0.330236096530955;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et en zone soutirage HTB
COUFF;COUFFRAU;43.7258042450731;2.79537167254709;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COULA;COULANGE;44.6322794398127;4.72344015054183;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
COULE;COULEUVRE;46.6759651629413;2.89575057226947;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
COULL;COULLONS;47.6230729839508;2.51456951356827;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COULO;COULOMMIERS;48.815554650621;3.10540024252201;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
COUL5;COULONDRES;43.7034795199828;3.8212941687752;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
COUPV;COUPVRAY;48.880343812185;2.78995154279549;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CZBES;COURBESSAC;43.8419000079346;4.37512885055372;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CZBEV;COURBEVOIE;48.9055500830885;2.26086648913196;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CZCEL;COURCELLES;48.8738818110163;2.31012742455083;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
CZEGE;COUREGES;44.1286081666401;4.84022930480536;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
